Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_002695.2	865091	865166		plus	tRNA-Val	valT	62676089	tRNA				ECs_R0039
NC_002695.2	865169	865244		plus	tRNA-Lys	lysW	62676090	tRNA				ECs_R0040
NC_002695.2	865296	865371		plus	tRNA-Val	valZ	62676091	tRNA				ECs_R0041
NC_002695.2	865375	865450		plus	tRNA-Lys	lysY	62676092	tRNA				ECs_R0042
NC_002695.2	865597	865672		plus	tRNA-Lys	lysZ	62676093	tRNA				ECs_R0043
NC_002695.2	865950	866993		plus	quinolinate synthase subunit A	nadA	917516	protein-coding		NP_308805.1	347	ECs_0778
NC_002695.2	867031	867750		plus	nicotinamide riboside transporter	pnuC	917520	protein-coding		NP_308806.1	239	ECs_0779
NC_002695.2	867747	868688		minus	zinc efflux system	zitB	917515	protein-coding		NP_308807.1	313	ECs_0780
NC_002695.2	868802	869182		minus	hypothetical protein	ybgS	917518	protein-coding		NP_308808.1	126	ECs_0781
NC_002695.2	869498	870550		plus	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase	aroG	917531	protein-coding		NP_308809.1	350	ECs_0782
NC_002695.2	870716	871468		minus	phosphoglyceromutase 1	gpmA	917517	protein-coding		NP_308810.1	250	ECs_0783
NC_002695.2	871670	872710		minus	aldose 1-epimerase	galM	917521	protein-coding		NP_308811.1	346	ECs_0784
NC_002695.2	872704	873852		minus	galactokinase	galK	917523	protein-coding		NP_308812.1	382	ECs_0785
NC_002695.2	873856	874902		minus	galactose-1-phosphate uridylyltransferase	galT	917530	protein-coding		NP_308813.1	348	ECs_0786
NC_002695.2	874912	875928		minus	UDP-galactose-4-epimerase	galE	917525	protein-coding		NP_308814.3	338	ECs_0787
NC_002695.2	876190	877662		minus	molybdate ABC transporter ATPase	modF	917552	protein-coding		NP_308815.1	490	ECs_0788
NC_002695.2	877730	878518		minus	transcriptional repressor	modE	917526	protein-coding		NP_308816.1	262	ECs_0789
NC_002695.2	878647	878796		plus	membrane protein	acrZ	917527	protein-coding		NP_308817.1	49	ECs_0790
NC_002695.2	878963	879736		plus	molybdate ABC transporter periplasmic binding protein	modA	917528	protein-coding		NP_308818.1	257	ECs_0791
NC_002695.2	879736	880425		plus	molybdate ABC transporter permease	modB	917529	protein-coding		NP_308819.1	229	ECs_0792
NC_002695.2	880428	881486		plus	molybdate ABC transporter ATPase	modC	917533	protein-coding		NP_308820.1	352	ECs_0793
NC_002695.2	881487	882305		minus	pyridoxal phosphate phosphatase	ybhA	917532	protein-coding		NP_308821.1	272	ECs_0794
NC_002695.2	882460	883455		plus	6-phosphogluconolactonase	pgl	917534	protein-coding		NP_308822.1	331	ECs_0795
NC_002695.2	883496	884449		minus	transcriptional regulator	ybhD	917536	protein-coding		NP_308823.3	317	ECs_0796
NC_002695.2	884633	885685		plus	hypothetical protein	ybhH	917538	protein-coding		NP_308824.1	350	ECs_0797
NC_002695.2	885761	887194		plus	membrane protein	ybhI	917537	protein-coding		NP_308825.1	477	ECs_0798
NC_002695.2	887377	889638		plus	aconitase family protein	ybhJ	917535	protein-coding		NP_308826.2	753	ECs_0799
NC_002695.2	889779	891062		minus	acyl-CoA thioesterase	ybhC	917540	protein-coding		NP_308827.1	427	ECs_0800
NC_002695.2	891197	891967		minus	uncharacterized gene		62676094	pseudogene				ECs_5702
NC_002695.2	892499	892666		minus	hypothetical protein		917541	protein-coding		NP_308829.1	55	ECs_0802
NC_002695.2	892909	893511		plus	hypothetical protein		917548	protein-coding		NP_308831.2	200	ECs_0804
NC_002695.2	893722	893943		minus	hypothetical protein		917542	protein-coding		NP_308832.1	73	ECs_0805
NC_002695.2	894042	894257		minus	hypothetical protein		917543	protein-coding		NP_308833.2	71	ECs_0806
NC_002695.2	894334	894525		minus	hypothetical protein		917546	protein-coding		NP_308834.1	63	ECs_0807
NC_002695.2	894498	894680		minus	hypothetical protein		917547	protein-coding		NP_308835.1	60	ECs_0808
NC_002695.2	894677	895357		minus	exonuclease		917544	protein-coding		NP_308836.1	226	ECs_0809
NC_002695.2	895354	896001		minus	uncharacterized gene	bet	62676095	pseudogene				ECs_0810
NC_002695.2	896394	897017		plus	recombination endonuclease		917549	protein-coding		NP_308839.1	207	ECs_0812
NC_002695.2	897014	897679		plus	serine/threonine-specific protein phosphatase	pphA	917554	protein-coding		NP_308840.1	221	ECs_0813
NC_002695.2	897891	898850		minus	lipid A 3'-O-deacylase	lpxR	917556	protein-coding		NP_308841.1	319	ECs_0814
NC_002695.2	899325	900014		plus	phage antiterminator Q		917555	protein-coding		NP_308842.1	229	ECs_0815
NC_002695.2	900198	900941		plus	membrane protein		917576	protein-coding		NP_308843.3	247	ECs_0816
NC_002695.2	901266	901664		minus	hypothetical protein		62676096	protein-coding		NP_303550.1	132	ECs_0817
NC_002695.2	901807	902022		plus	phage holin protein	essQ	917559	protein-coding		NP_308845.1	71	ECs_0818
NC_002695.2	902022	902519		plus	phage endolysin	rrrD	917557	protein-coding		NP_308846.1	165	ECs_0819
NC_002695.2	902516	902983		plus	phage endopeptidase	rzpD	917558	protein-coding		NP_308847.1	155	ECs_0820
NC_002695.2	902736	902942		plus	phage lipoprotein precursor		917560	protein-coding		NP_308848.1	68	ECs_0821
NC_002695.2	902971	903123		plus	hypothetical protein		917574	protein-coding		NP_308849.1	50	ECs_0822
NC_002695.2	903798	904289		plus	phage terminase small subunit		917565	protein-coding		NP_308851.1	163	ECs_0824
NC_002695.2	904289	906391		plus	phage terminase large subunit		917567	protein-coding		NP_308852.1	700	ECs_0825
NC_002695.2	906528	907652		plus	hypothetical protein		917601	protein-coding		NP_308853.2	374	ECs_0826
NC_002695.2	907747	908109		plus	uncharacterized gene		62676097	pseudogene				ECs_0827
NC_002695.2	908054	910081		plus	phage protease/scaffold protein		917566	protein-coding		NP_308856.2	675	ECs_0829
NC_002695.2	910168	910491		plus	hypothetical protein		917568	protein-coding		NP_308857.2	107	ECs_0830
NC_002695.2	910484	910759		plus	hypothetical protein		917570	protein-coding		NP_308858.1	91	ECs_0831
NC_002695.2	910771	911349		plus	phage minor tail protein		917569	protein-coding		NP_308859.1	192	ECs_0832
NC_002695.2	911346	911747		plus	phage minor tail protein		917571	protein-coding		NP_308860.1	133	ECs_0833
NC_002695.2	911758	912501		plus	phage major tail protein		917575	protein-coding		NP_308861.1	247	ECs_0834
NC_002695.2	912562	912948		plus	phage minor tail protein		917572	protein-coding		NP_308862.1	128	ECs_0835
NC_002695.2	912957	913286		plus	phage minor tail protein		917581	protein-coding		NP_308863.1	109	ECs_0836
NC_002695.2	913258	916323		plus	phage tail length tape measure protein		917573	protein-coding		NP_308864.1	1021	ECs_0837
NC_002695.2	916323	916652		plus	phage minor tail protein		917577	protein-coding		NP_308865.1	109	ECs_0838
NC_002695.2	916662	917360		plus	phage minor tail protein		917583	protein-coding		NP_308866.1	232	ECs_0839
NC_002695.2	917366	918109		plus	phage tail assembly protein		917579	protein-coding		NP_308867.2	247	ECs_0840
NC_002695.2	918142	918654		plus	phage tail assembly protein		917580	protein-coding		NP_308868.2	170	ECs_0841
NC_002695.2	918715	922128		plus	phage host specificity protein		917578	protein-coding		NP_308869.1	1137	ECs_0842
NC_002695.2	922199	922798		plus	outer membrane precursor Lom		917582	protein-coding		NP_308870.1	199	ECs_0843
NC_002695.2	922858	924174		plus	phage tail fiber protein		917584	protein-coding		NP_308871.1	438	ECs_0844
NC_002695.2	924176	924445		plus	hypothetical protein		917586	protein-coding		NP_308872.2	89	ECs_0845
NC_002695.2	924622	925602		plus	T3SS secreted effector NleB	nleB2-1	917585	protein-coding		NP_308873.1	326	ECs_0846
NC_002695.2	925636	926655		plus	T3SS secreted effector NleC	nleC	917594	protein-coding		NP_308874.2	339	ECs_0847
NC_002695.2	927483	928364		plus	T3SS secreted effector NleH	nleH1-1	917591	protein-coding		NP_308875.1	293	ECs_0848
NC_002695.2	928399	928533		plus	hypothetical protein		917597	protein-coding		NP_308876.1	44	ECs_0849
NC_002695.2	928595	929293		plus	T3SS secreted effector NleD	nleD	917593	protein-coding		NP_308877.1	232	ECs_0850
NC_002695.2	929800	930276		minus	kinase inhibitor	ybhB	917596	protein-coding		NP_308878.1	158	ECs_0851
NC_002695.2	930335	931624		minus	7,8-diaminopelargonic acid synthase	bioA	917588	protein-coding		NP_308879.1	429	ECs_0852
NC_002695.2	931711	932751		plus	biotin synthase	bioB	917589	protein-coding		NP_308880.1	346	ECs_0853
NC_002695.2	932748	933902		plus	8-amino-7-oxononanoate synthase	bioF	917598	protein-coding		NP_308881.1	384	ECs_0854
NC_002695.2	933889	934644		plus	malonyl-ACP O-methyltransferase	bioC	917590	protein-coding		NP_308882.1	251	ECs_0855
NC_002695.2	934637	935314		plus	dethiobiotin synthetase	bioD	917592	protein-coding		NP_308883.1	225	ECs_0856
NC_002695.2	935893	937914		plus	excision nuclease of nucleotide excision repair	uvrB	917595	protein-coding		NP_308884.1	673	ECs_0857
NC_002695.2	938105	939013		minus	CofD superfamily transferase	ybhK	917602	protein-coding		NP_308885.1	302	ECs_0858
NC_002695.2	939410	940399		plus	molybdopterin biosynthesis protein A	moaA	917600	protein-coding		NP_308886.1	329	ECs_0859
NC_002695.2	940421	940933		plus	inactive molybdopterin adenylyltransferase	moaB	917603	protein-coding		NP_308887.1	170	ECs_0860
NC_002695.2	940936	941421		plus	molybdopterin biosynthesis protein C	moaC	917613	protein-coding		NP_308888.1	161	ECs_0861
NC_002695.2	941414	941659		plus	molybdopterin synthase small subunit	moaD	917604	protein-coding		NP_308889.1	81	ECs_0862
NC_002695.2	941661	942113		plus	molybdopterin synthase large subunit	moaE	917599	protein-coding		NP_308890.1	150	ECs_0863
NC_002695.2	942249	942953		plus	membrane protein	ybhL	917612	protein-coding		NP_308891.1	234	ECs_0864
NC_002695.2	943161	943874		plus	BAX Inhibitor-1 family inner membrane protein	ybhM	917605	protein-coding		NP_308892.1	237	ECs_0865
NC_002695.2	943910	944866		minus	inner membrane protein	ybhN	917606	protein-coding		NP_308893.1	318	ECs_0866
NC_002695.2	944866	946107		minus	cardiolipin synthase 2	clsB	917609	protein-coding		NP_308894.1	413	ECs_0867
NC_002695.2	946104	946865		minus	endo/exonuclease/phosphatase family protein	ybhP	917610	protein-coding		NP_308895.1	253	ECs_0868
NC_002695.2	946998	947408		plus	inner membrane protein	ybhQ	917607	protein-coding		NP_308896.1	136	ECs_0869
NC_002695.2	947370	948476		minus	ABC transporter permease	ybhR	917635	protein-coding		NP_308897.1	368	ECs_0870
NC_002695.2	948487	949620		minus	ABC transporter permease	ybhS	917608	protein-coding		NP_308898.1	377	ECs_0871
NC_002695.2	949613	951349		minus	ABC transporter ATPase	ybhF	917634	protein-coding		NP_308899.2	578	ECs_0872
NC_002695.2	951342	952337		minus	membrane fusion protein component of efflux pump	ybhG	917611	protein-coding		NP_308900.2	331	ECs_0873
NC_002695.2	952340	953011		minus	transcriptional regulator	ybiH	917615	protein-coding		NP_308901.2	223	ECs_0874
NC_002695.2	953240	954607		plus	ATP-dependent RNA helicase	rhlE	917614	protein-coding		NP_308902.1	455	ECs_0875
NC_002695.2	955215	957227		plus	T3SS effector-like protein EspX	espX2	917617	protein-coding		NP_308903.1	670	ECs_0876
NC_002695.2	957511	959661		plus	ATP-dependent DNA helicase	dinG	917619	protein-coding		NP_308904.1	716	ECs_0877
NC_002695.2	959689	960651		plus	glycosyl transferase	ybiB	917616	protein-coding		NP_308905.1	320	ECs_0878
NC_002695.2	960792	961877		plus	dehydrogenase	ybiC	917618	protein-coding		NP_308906.1	361	ECs_0879
NC_002695.2	962106	962366		minus	hypothetical protein	ybiJ	917624	protein-coding		NP_308907.1	86	ECs_0880
NC_002695.2	962631	962897		minus	DksA-type zinc finger protein	ybiI	917620	protein-coding		NP_308908.1	88	ECs_0881
NC_002695.2	962973	963656		minus	Fe(II)-dependent oxygenase superfamily protein	ybiX	917621	protein-coding		NP_308909.3	227	ECs_0882
NC_002695.2	963701	965983		minus	catecholate siderophore receptor	fiu	917629	protein-coding		NP_308910.1	760	ECs_0883
NC_002695.2	966248	966508		minus	colanic acid mucoidy stimulation protein	mcbA	917622	protein-coding		NP_308911.2	86	ECs_0884
NC_002695.2	966784	967710		plus	23S rRNA m(6)A1618 methyltransferase	rlmF	917626	protein-coding		NP_308912.2	308	ECs_0885
NC_002695.2	967707	969932		minus	mechanosensitive channel protein	ybiO	917623	protein-coding		NP_308913.1	741	ECs_0886
NC_002695.2	970049	970771		minus	ATP-binding component of glutamine high-affinity transport system	glnQ	917625	protein-coding		NP_308914.1	240	ECs_0887
NC_002695.2	970768	971427		minus	glutamine ABC transporter permease protein	glnP	917627	protein-coding		NP_308915.1	219	ECs_0888
NC_002695.2	971565	972311		minus	periplasmic glutamine-binding protein	glnH	917628	protein-coding		NP_308916.1	248	ECs_0889
NC_002695.2	972715	973218		minus	Fe-binding and storage protein	dps	917630	protein-coding		NP_308917.1	167	ECs_0890
NC_002695.2	973517	974404		minus	threonine and homoserine efflux system	rhtA	917633	protein-coding		NP_308918.1	295	ECs_0891
NC_002695.2	974757	975272		plus	outer membrane protein OmpX	ompX	917632	protein-coding		NP_308919.1	171	ECs_0892
NC_002695.2	975321	976904		minus	OPG biosynthetic transmembrane phosphoethanolamine transferase	opgE	917631	protein-coding		NP_308920.1	527	ECs_0893
NC_002695.2	977490	977957		plus	Mn(2+)-responsive manganese regulon transcriptional regulator	mntR	917636	protein-coding		NP_308921.1	155	ECs_0894
NC_002695.2	977954	979072		plus	transporter	ybiR	917639	protein-coding		NP_308922.1	372	ECs_0895
NC_002695.2	979130	980050		minus	L,D-transpeptidase linking Lpp to murein	ldtB	917644	protein-coding		NP_308923.1	306	ECs_0896
NC_002695.2	980269	981861		plus	ABC-F family regulatory ATPase	ybiT	917637	protein-coding		NP_308924.1	530	ECs_0897
NC_002695.2	982029	983294		minus	hypothetical protein	ybiU	917647	protein-coding		NP_308925.1	421	ECs_0898
NC_002695.2	983446	984261		minus	sugar-phosphatase	ybiV	917640	protein-coding		NP_308926.1	271	ECs_0899
NC_002695.2	984407	986838		minus	uncharacterized gene	ybiW	62675952	pseudogene				ECs_0900
NC_002695.2	986844	987743		minus	pyruvate formate lyase activating enzyme	ybiY	917645	protein-coding		NP_308929.1	299	ECs_0902
NC_002695.2	987874	988536		plus	fructose-6-phosphate aldolase 1	fsaA	917642	protein-coding		NP_308930.3	220	ECs_0903
NC_002695.2	988715	989464		minus	molybdopterin synthase sulfurylase	moeB	917657	protein-coding		NP_308931.1	249	ECs_0904
NC_002695.2	989464	990699		minus	molybdopterin molybdenumtransferase	moeA	917643	protein-coding		NP_308932.1	411	ECs_0905
NC_002695.2	990903	991868		plus	uncharacterized gene	iaaA	62675953	pseudogene				ECs_0906
NC_002695.2	991855	993726		plus	glutathione ABC transporter ATPase	gsiA	917648	protein-coding		NP_308935.2	623	ECs_0908
NC_002695.2	993746	995284		plus	glutathione ABC transporter periplasmic binding protein	gsiB	917655	protein-coding		NP_308936.1	512	ECs_0909
NC_002695.2	995302	996222		plus	glutathione ABC transporter permease	gsiC	917654	protein-coding		NP_308937.1	306	ECs_0910
NC_002695.2	996225	997136		plus	glutathione ABC transporter permease	gsiD	917649	protein-coding		NP_308938.1	303	ECs_0911
NC_002695.2	997314	999662		plus	membrane-anchored cyclic-di-GMP phosphodiesterase	yliE	917651	protein-coding		NP_308939.1	782	ECs_0912
NC_002695.2	999670	1000998		plus	membrane-anchored diguanylate cyclase	yliF	917650	protein-coding		NP_308940.1	442	ECs_0913
NC_002695.2	1001068	1001397		minus	transcriptional regulator		62675954	protein-coding		YP_009502595.1	109	ECs_5399
NC_002695.2	1001387	1001773		minus	addiction module toxin RelE		62675955	protein-coding		YP_009502596.1	128	ECs_5400
NC_002695.2	1001999	1003324		minus	ribosomal protein S12 methylthiotransferase	rimO	917659	protein-coding		NP_308942.1	441	ECs_0915
NC_002695.2	1003537	1003920		plus	repressor protein	bssR	917658	protein-coding		NP_308943.1	127	ECs_0916
NC_002695.2	1004031	1005146		plus	soluble aldose sugar dehydrogenase	yliI	917664	protein-coding		NP_308944.1	371	ECs_0917
NC_002695.2	1005143	1005769		minus	glutathione S-transferase	gstB	917656	protein-coding		NP_308945.2	208	ECs_0918
NC_002695.2	1006015	1007217		plus	D-alanyl-D-alanine carboxypeptidase penicillin-binding protein 6a	dacC	917665	protein-coding		NP_308946.1	400	ECs_0919
NC_002695.2	1007264	1008022		minus	deoxyribose-5-phosphate-inducible deoxyribose operon transcriptional repressor	deoR	917661	protein-coding		NP_308947.1	252	ECs_0920
NC_002695.2	1008080	1008676		minus	undecaprenyl pyrophosphate phosphatase	ybjG	917663	protein-coding		NP_308948.1	198	ECs_0921
NC_002695.2	1008961	1010193		plus	multidrug efflux system protein	mdfA	917662	protein-coding		NP_308949.1	410	ECs_0922
NC_002695.2	1010234	1010512		minus	hypothetical protein	ybjH	917667	protein-coding		NP_308950.2	92	ECs_0923
NC_002695.2	1010604	1011419		minus	flavin mononucleotide phosphatase	ybjI	917672	protein-coding		NP_308951.2	271	ECs_0924
NC_002695.2	1011419	1012627		minus	drug efflux MFS transporter inner membrane protein	ybjJ	917671	protein-coding		NP_308952.1	402	ECs_0925
NC_002695.2	1012711	1013247		plus	transcriptional regulator	rcdA	917666	protein-coding		NP_308953.1	178	ECs_0926
NC_002695.2	1013422	1015107		minus	transporter	ybjL	917673	protein-coding		NP_308954.1	561	ECs_0927
NC_002695.2	1015377	1015754		plus	inner membrane protein	ybjM	917668	protein-coding		NP_308955.1	125	ECs_0928
NC_002695.2	1015784	1016041		minus	glutaredoxin 1	grxA	917669	protein-coding		NP_308956.1	85	ECs_0929
NC_002695.2	1016201	1016488		plus	hypothetical protein	ybjC	917670	protein-coding		NP_308957.1	95	ECs_0930
NC_002695.2	1016472	1017194		plus	nitroreductase A	nfsA	917693	protein-coding		NP_308958.1	240	ECs_0931
NC_002695.2	1017255	1018157		plus	ribosomal protein S6 modification protein	rimK	917687	protein-coding		NP_308959.1	300	ECs_0932
NC_002695.2	1018245	1018721		plus	oxidoreductase	ybjN	917677	protein-coding		NP_308960.1	158	ECs_0933
NC_002695.2	1019072	1020184		plus	putrescine ABC transporter periplasmic binding protein	potF	917675	protein-coding		NP_308961.1	370	ECs_0934
NC_002695.2	1020279	1021412		plus	putrescine ABC transporter ATPase	potG	917674	protein-coding		NP_308962.1	377	ECs_0935
NC_002695.2	1021422	1022375		plus	putrescine ABC transporter permease	potH	917676	protein-coding		NP_308963.1	317	ECs_0936
NC_002695.2	1022372	1023217		plus	putrescine ABC transporter permease	potI	917680	protein-coding		NP_308964.1	281	ECs_0937
NC_002695.2	1023277	1023765		plus	inner membrane protein	ybjO	917683	protein-coding		NP_308965.1	162	ECs_0938
NC_002695.2	1023806	1024933		plus	23S rRNA m(5)U747 methyltransferase	rlmC	917679	protein-coding		NP_308966.1	375	ECs_0939
NC_002695.2	1025231	1026556		plus	transport protein		917678	protein-coding		NP_308967.2	441	ECs_0940
NC_002695.2	1026578	1026898		plus	PTS system enzyme IIB		917681	protein-coding		NP_308968.1	106	ECs_0941
NC_002695.2	1026910	1028391		plus	sulfatase		917684	protein-coding		NP_308969.1	493	ECs_0942
NC_002695.2	1028442	1029173		minus	arginine ABC transporter periplasmic binding protein	artJ	917682	protein-coding		NP_308970.1	243	ECs_0943
NC_002695.2	1029464	1030132		minus	arginine ABC transporter permease	artM	917725	protein-coding		NP_308971.1	222	ECs_0944
NC_002695.2	1030132	1030848		minus	arginine ABC transporter permease	artQ	917685	protein-coding		NP_308972.1	238	ECs_0945
NC_002695.2	1030855	1031586		minus	arginine transporter subunit	artI	917686	protein-coding		NP_308973.1	243	ECs_0946
NC_002695.2	1031604	1032332		minus	arginine ABC transporter ATPase	artP	917689	protein-coding		NP_308974.1	242	ECs_0947
NC_002695.2	1032550	1033065		minus	lipoprotein	ybjP	917688	protein-coding		NP_308975.1	171	ECs_0948
NC_002695.2	1033689	1034930		plus	hypothetical protein		62675956	protein-coding		NP_308976.1	413	ECs_0949
NC_002695.2	1035205	1035495		plus	hypothetical protein		917692	protein-coding		NP_308977.2	96	ECs_0950
NC_002695.2	1035706	1036029		plus	hypothetical protein	ybjQ	917708	protein-coding		NP_308979.1	107	ECs_0952
NC_002695.2	1036026	1036856		plus	1,6-anhydro-N-acetylmuramyl-L-alanine amidase	amiD	917694	protein-coding		NP_308980.1	276	ECs_0953
NC_002695.2	1036853	1037866		minus	NAD(P)H-dependent oxidoreductase	ybjS	917696	protein-coding		NP_308981.2	337	ECs_0954
NC_002695.2	1037965	1039395		minus	NAD-dependent oxidoreductase	ybjT	917697	protein-coding		NP_308982.1	476	ECs_0955
NC_002695.2	1039406	1040407		minus	L-allo-threonine aldolase	ltaE	917698	protein-coding		NP_308983.1	333	ECs_0956
NC_002695.2	1040444	1042162		minus	pyruvate dehydrogenase	poxB	917701	protein-coding		NP_308984.1	572	ECs_0957
NC_002695.2	1042295	1043263		minus	HCP oxidoreductase	hcr	917695	protein-coding		NP_308985.1	322	ECs_0958
NC_002695.2	1043275	1044927		minus	hybrid-cluster [4Fe-2S-2O] subunit of anaerobic terminal reductases	hcp	917700	protein-coding		NP_308986.2	550	ECs_0959
NC_002695.2	1045071	1045970		minus	transporter	ybjE	917705	protein-coding		NP_308987.1	299	ECs_0960
NC_002695.2	1046428	1047123		minus	aquaporin	aqpZ	917703	protein-coding		NP_308988.1	231	ECs_0961
NC_002695.2	1047549	1049207		plus	OLD family ATP-dependent endonuclease	ybjD	917699	protein-coding		NP_308989.1	552	ECs_0962
NC_002695.2	1049204	1050196		minus	hypothetical protein	ybjX	917707	protein-coding		NP_308990.1	330	ECs_0963
NC_002695.2	1050311	1051426		plus	macrolide transporter membrane fusion protein component	macA	917702	protein-coding		NP_308991.2	371	ECs_0964
NC_002695.2	1051423	1053369		plus	macrolide ABC transporter permease/ATPase	macB	917704	protein-coding		NP_308992.1	648	ECs_0965
NC_002695.2	1053442	1053666		minus	inhibitor of DNA replication cold shock protein homolog	cspD	917710	protein-coding		NP_308993.1	74	ECs_0966
NC_002695.2	1053989	1054309		plus	ATP-dependent Clp protease adaptor protein ClpS	clpS	917706	protein-coding		NP_308994.1	106	ECs_0967
NC_002695.2	1054340	1056616		plus	ATP-binding component of serine protease	clpA	917711	protein-coding		NP_308995.1	758	ECs_0968
NC_002695.2	1056962	1057049		minus	tRNA-Ser	serW	62675957	tRNA				ECs_R0044
NC_002695.2	1057303	1057521		minus	translation initiation factor IF-1	infA	917713	protein-coding		NP_308996.1	72	ECs_0969
NC_002695.2	1057806	1058510		minus	leucyl/phenylalanyl-tRNA-protein transferase	aat	917712	protein-coding		NP_308997.1	234	ECs_0970
NC_002695.2	1058552	1060273		minus	glutathione ABC transporter ATP-binding protein	cydC	917716	protein-coding		NP_308998.1	573	ECs_0971
NC_002695.2	1060274	1062040		minus	amino acid ABC transporter permease	cydD	917714	protein-coding		NP_308999.1	588	ECs_0972
NC_002695.2	1062163	1063128		minus	thioredoxin reductase	trxB	917715	protein-coding		NP_309000.1	321	ECs_0973
NC_002695.2	1063673	1064167		plus	leucine-responsive global transcriptional regulator	lrp	917724	protein-coding		NP_309001.1	164	ECs_0974
NC_002695.2	1064302	1068330		plus	cell division protein FtsK	ftsK	917727	protein-coding		NP_309002.1	1342	ECs_0975
NC_002695.2	1068485	1069096		plus	lipoprotein chaperone	lolA	917717	protein-coding		NP_309003.2	203	ECs_0976
NC_002695.2	1069107	1070450		plus	recombination intermediate processing DNA-dependent ATPase	rarA	917730	protein-coding		NP_309004.1	447	ECs_0977
NC_002695.2	1070541	1071833		plus	seryl-tRNA synthetase	serS	917719	protein-coding		NP_309005.1	430	ECs_0978
NC_002695.2	1072072	1074516		plus	anaerobic dimethyl sulfoxide reductase subunit A	dmsA	917718	protein-coding		NP_309006.2	814	ECs_0979
NC_002695.2	1074527	1075144		plus	anaerobic dimethyl sulfoxide reductase subunit B	dmsB	917721	protein-coding		NP_309007.1	205	ECs_0980
NC_002695.2	1075146	1076009		plus	anaerobic dimethyl sulfoxide reductase subunit C	dmsC	917729	protein-coding		NP_309008.1	287	ECs_0981
NC_002695.2	1076045	1076671		minus	isochorismatase family hydrolase	ycaC	917720	protein-coding		NP_309009.1	208	ECs_0982
NC_002695.2	1076986	1078134		plus	MFS transporter	ycaD	917726	protein-coding		NP_309010.1	382	ECs_0983
NC_002695.2	1078344	1079774		plus	transporter	ycaM	917722	protein-coding		NP_309011.2	476	ECs_0984
NC_002695.2	1079984	1080724		minus	pyruvate formate lyase activating enzyme	pflA	917728	protein-coding		NP_309012.1	246	ECs_0985
NC_002695.2	1080916	1083198		minus	formate C-acetyltransferase	tdcE	917731	protein-coding		NP_309013.1	760	ECs_0986
NC_002695.2	1083253	1084110		minus	formate transport protein	focA	917772	protein-coding		NP_309014.1	285	ECs_0987
NC_002695.2	1084516	1086276		minus	ribosomal protein S12 methylthiotransferase accessory factor	ycaO	917732	protein-coding		NP_309015.2	586	ECs_0988
NC_002695.2	1086406	1087098		plus	hypothetical protein	ycaP	917738	protein-coding		NP_309016.1	230	ECs_0989
NC_002695.2	1087297	1088385		plus	3-phosphoserine/phosphohydroxythreonine aminotransferase	serC	917733	protein-coding		NP_309017.1	362	ECs_0990
NC_002695.2	1088456	1089739		plus	5-enolpyruvylshikimate-3-phosphate synthetase	aroA	917735	protein-coding		NP_309018.1	427	ECs_0991
NC_002695.2	1089908	1090672		plus	peptidase-related chaperone	ycaL	917737	protein-coding		NP_309019.2	254	ECs_0992
NC_002695.2	1090845	1091528		plus	cytidylate kinase	cmk	917734	protein-coding		NP_309020.1	227	ECs_0993
NC_002695.2	1091639	1093312		plus	30S ribosomal subunit protein S1	rpsA	917736	protein-coding		NP_309021.1	557	ECs_0994
NC_002695.2	1093472	1093756		plus	integration host factor DNA-binding protein beta subunit	ihfB	917740	protein-coding		NP_309022.1	94	ECs_0995
NC_002695.2	1093963	1096227		plus	DNA internalization-related competence protein ComEC/Rec2	ycaI	917743	protein-coding		NP_309023.2	754	ECs_0996
NC_002695.2	1096264	1098012		plus	lipid ABC transporter permease/ATPase	msbA	917742	protein-coding		NP_309024.1	582	ECs_0997
NC_002695.2	1098009	1098995		plus	lipid A 4'kinase	lpxK	917752	protein-coding		NP_309025.1	328	ECs_0998
NC_002695.2	1099032	1100264		plus	hypothetical protein	ycaQ	917741	protein-coding		NP_309026.1	410	ECs_0999
NC_002695.2	1100316	1100498		plus	peroxide and acid resistance protein	ycaR	917739	protein-coding		NP_309027.1	60	ECs_1000
NC_002695.2	1100495	1101241		plus	3-deoxy-manno-octulosonate cytidylyltransferase	kdsB	917744	protein-coding		NP_309028.1	248	ECs_1001
NC_002695.2	1101395	1102288		plus	hypothetical protein	ycbJ	917745	protein-coding		NP_309029.1	297	ECs_1002
NC_002695.2	1102265	1103044		minus	envelope biogenesis factor	elyC	917746	protein-coding		NP_309030.1	259	ECs_1003
NC_002695.2	1103180	1103965		plus	S-adenosylmethionine-dependent methyltransferase	smtA	917747	protein-coding		NP_309031.1	261	ECs_1004
NC_002695.2	1103962	1105284		plus	chromosome condensin MukBEF kleisin-like subunit	mukF	917748	protein-coding		NP_309032.1	440	ECs_1005
NC_002695.2	1105265	1105969		plus	chromosome condensin MukBEF localization factor MukE	mukE	917749	protein-coding		NP_309033.1	234	ECs_1006
NC_002695.2	1105969	1110429		plus	chromosome condensin MukBEF ATPase and DNA-binding subunit MukB	mukB	917753	protein-coding		NP_309034.1	1486	ECs_1007
NC_002695.2	1110690	1112537		plus	murein L,D-transpeptidase	ldtD	917750	protein-coding		NP_309035.1	615	ECs_1008
