Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_CP023154.1	207845	209224		plus	argininosuccinate lyase	argH	41711999	protein-coding		WP_011011321.1	459	PFDSM3638_RS00985
NZ_CP023154.1	209193	210014		plus	lysine biosynthesis protein LysX	lysX	41712000	protein-coding		WP_014835083.1	273	PFDSM3638_RS00990
NZ_CP023154.1	210011	211615		minus	radical SAM protein		41712001	protein-coding		WP_048059072.1	534	PFDSM3638_RS00995
NZ_CP023154.1	211759	212373		plus	METTL5 family protein		41712002	protein-coding		WP_011011324.1	204	PFDSM3638_RS01000
NZ_CP023154.1	212360	214687		minus	DNA polymerase		41712003	protein-coding		WP_011011325.1	775	PFDSM3638_RS01005
NZ_CP023154.1	214788	215600		plus	MBL fold metallo-hydrolase		41712004	protein-coding		WP_011011326.1	270	PFDSM3638_RS01010
NZ_CP023154.1	215597	216337		minus	n-type ATP pyrophosphatase		41712005	protein-coding		WP_011011327.1	246	PFDSM3638_RS01015
NZ_CP023154.1	216375	217667		minus	phosphopyruvate hydratase	eno	41712006	protein-coding		WP_011011328.1	430	PFDSM3638_RS01020
NZ_CP023154.1	217702	218274		minus	Maf family nucleotide pyrophosphatase		41712007	protein-coding		WP_011011329.1	190	PFDSM3638_RS01025
NZ_CP023154.1	218400	218684		plus	50S ribosomal protein L44e		41712008	protein-coding		WP_011011330.1	94	PFDSM3638_RS01030
NZ_CP023154.1	218689	218880		plus	30S ribosomal protein S27e		41712009	protein-coding		WP_011011331.1	63	PFDSM3638_RS01035
NZ_CP023154.1	218855	219310		minus	6-carboxytetrahydropterin synthase		41712010	protein-coding		WP_011011332.1	151	PFDSM3638_RS01040
NZ_CP023154.1	219388	220608		plus	bifunctional 3-hexulose-6-phosphate synthase/6-phospho-3-hexuloisomerase	hxlAB	41712011	protein-coding		WP_014835086.1	406	PFDSM3638_RS01045
NZ_CP023154.1	220699	221388		plus	hypothetical protein		41712012	protein-coding		WP_011011334.1	229	PFDSM3638_RS01050
NZ_CP023154.1	221382	222041		plus	TIGR02253 family HAD-type hydrolase		41712013	protein-coding		WP_011011335.1	219	PFDSM3638_RS01055
NZ_CP023154.1	222025	222207		plus	hypothetical protein		41712014	protein-coding		WP_011011336.1	60	PFDSM3638_RS01060
NZ_CP023154.1	222204	222992		plus	glutamate cyclase domain-containing protein		41712015	protein-coding		WP_011011337.1	262	PFDSM3638_RS01065
NZ_CP023154.1	222985	223599		minus	HD domain-containing protein		41712016	protein-coding		WP_011011338.1	204	PFDSM3638_RS01070
NZ_CP023154.1	223649	224131		plus	GNAT family N-acetyltransferase		41712017	protein-coding		WP_014835087.1	160	PFDSM3638_RS01075
NZ_CP023154.1	224160	224236		plus	tRNA-Arg		41712018	tRNA				PFDSM3638_RS01080
NZ_CP023154.1	224691	226331		minus	transporter		71770842	protein-coding		WP_223208993.1	546	PFDSM3638_RS10665
NZ_CP023154.1	226401	226979		plus	transcriptional regulator		41712021	protein-coding		WP_011011345.1	192	PFDSM3638_RS01095
NZ_CP023154.1	226988	227293		plus	DUF211 domain-containing protein		41712022	protein-coding		WP_011011346.1	101	PFDSM3638_RS01100
NZ_CP023154.1	227293	227856		plus	ArsR family transcriptional regulator		41712023	protein-coding		WP_011011347.1	187	PFDSM3638_RS01105
NZ_CP023154.1	227916	229313		plus	acetate--CoA ligase family protein		41712024	protein-coding		WP_011011348.1	465	PFDSM3638_RS01110
NZ_CP023154.1	229299	230372		minus	DUF835 domain-containing protein		41712025	protein-coding		WP_011011349.1	357	PFDSM3638_RS01115
NZ_CP023154.1	230369	231631		minus	bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase	glmU	41712026	protein-coding		WP_011011350.1	420	PFDSM3638_RS01120
NZ_CP023154.1	231684	232523		minus	ribose-phosphate diphosphokinase		41712027	protein-coding		WP_011011351.1	279	PFDSM3638_RS01125
NZ_CP023154.1	232536	233231		minus	DUF1614 domain-containing protein		41712028	protein-coding		WP_011011352.1	231	PFDSM3638_RS01130
NZ_CP023154.1	233228	233581		minus	ASCH domain-containing protein		41712029	protein-coding		WP_014835089.1	117	PFDSM3638_RS01135
NZ_CP023154.1	233633	233893		minus	UPF0147 family protein		41712030	protein-coding		WP_014835090.1	86	PFDSM3638_RS01140
NZ_CP023154.1	234053	234487		plus	uncharacterized gene		71770843	pseudogene				PFDSM3638_RS10670
NZ_CP023154.1	234632	235474		plus	ATP-dependent Clp protease proteolytic subunit		41712031	protein-coding		WP_011011355.1	280	PFDSM3638_RS01145
NZ_CP023154.1	235543	236700		minus	tryptophan--tRNA ligase		41712032	protein-coding		WP_011011356.1	385	PFDSM3638_RS01150
NZ_CP023154.1	236831	237410		minus	uncharacterized gene		41712033	pseudogene				PFDSM3638_RS01155
NZ_CP023154.1	237474	238667		minus	ATP-binding protein		41712034	protein-coding		WP_014835091.1	397	PFDSM3638_RS01160
NZ_CP023154.1	238901	239107		plus	hypothetical protein		41712035	protein-coding		WP_014835092.1	68	PFDSM3638_RS01165
NZ_CP023154.1	239516	239827		plus	DUF5748 family protein		41712036	protein-coding		WP_011011361.1	103	PFDSM3638_RS01170
NZ_CP023154.1	239820	240749		minus	Lrp/AsnC family transcriptional regulator		41712037	protein-coding		WP_014835094.1	309	PFDSM3638_RS01175
NZ_CP023154.1	240903	241391		plus	adenosine-specific kinase		41712038	protein-coding		WP_011011363.1	162	PFDSM3638_RS01180
NZ_CP023154.1	241403	241960		plus	XTP/dITP diphosphatase		41712039	protein-coding		WP_011011364.1	185	PFDSM3638_RS01185
NZ_CP023154.1	241992	242444		plus	Lrp/AsnC family transcriptional regulator		41712040	protein-coding		WP_014835095.1	150	PFDSM3638_RS01190
NZ_CP023154.1	242800	243996		plus	class I SAM-dependent rRNA methyltransferase		41712041	protein-coding		WP_011011366.1	398	PFDSM3638_RS01195
NZ_CP023154.1	246153	246305		minus	30S ribosomal protein S27ae		41712042	protein-coding		WP_011011367.1	50	PFDSM3638_RS01200
NZ_CP023154.1	246308	246607		minus	30S ribosomal protein S24e		41712043	protein-coding		WP_011011368.1	99	PFDSM3638_RS01205
NZ_CP023154.1	246597	247130		minus	GTP-dependent dephospho-CoA kinase		41712044	protein-coding		WP_011011369.1	177	PFDSM3638_RS01210
NZ_CP023154.1	247130	247315		minus	transcription elongation factor subunit Spt4	spt4	41712045	protein-coding		WP_011011370.1	61	PFDSM3638_RS01215
NZ_CP023154.1	247312	247881		minus	DNA-directed RNA polymerase		41712046	protein-coding		WP_011011371.1	189	PFDSM3638_RS01220
NZ_CP023154.1	247920	248456		minus	inorganic diphosphatase		41712047	protein-coding		WP_011011372.1	178	PFDSM3638_RS01225
NZ_CP023154.1	248526	249371		minus	deoxyribonuclease IV		41712048	protein-coding		WP_011011373.1	281	PFDSM3638_RS01230
NZ_CP023154.1	249443	249745		plus	MTH1187 family thiamine-binding protein		41712049	protein-coding		WP_011011374.1	100	PFDSM3638_RS01235
NZ_CP023154.1	249742	250872		plus	DUF373 family protein		41712050	protein-coding		WP_011011375.1	376	PFDSM3638_RS01240
NZ_CP023154.1	250864	253635		minus	COG1361 S-layer family protein		41712051	protein-coding		WP_011011376.1	923	PFDSM3638_RS01245
NZ_CP023154.1	253622	255868		minus	hydrophobe/amphiphile efflux-3 (HAE3) family transporter		41712052	protein-coding		WP_011011377.1	748	PFDSM3638_RS01250
NZ_CP023154.1	255942	256460		plus	winged helix DNA-binding protein		41712053	protein-coding		WP_011011378.1	172	PFDSM3638_RS01255
NZ_CP023154.1	256530	257828		minus	histidine--tRNA ligase	hisS	41712054	protein-coding		WP_011011379.1	432	PFDSM3638_RS01260
NZ_CP023154.1	257932	259119		plus	glycine C-acetyltransferase		41712055	protein-coding		WP_011011380.1	395	PFDSM3638_RS01265
NZ_CP023154.1	259834	260346		minus	tRNA-intron lyase	endA	41712056	protein-coding		WP_011011381.1	170	PFDSM3638_RS01270
NZ_CP023154.1	260343	260855		minus	ribosomal protein S18-alanine N-acetyltransferase	rimI	41712057	protein-coding		WP_011011382.1	170	PFDSM3638_RS01275
NZ_CP023154.1	260948	262075		plus	cation:proton antiporter		41712058	protein-coding		WP_014835097.1	375	PFDSM3638_RS01280
NZ_CP023154.1	262169	262435		plus	hypothetical protein		41712059	protein-coding		WP_011011384.1	88	PFDSM3638_RS01285
NZ_CP023154.1	262481	265225		plus	alanine--tRNA ligase	alaS	41712060	protein-coding		WP_014835098.1	914	PFDSM3638_RS01290
NZ_CP023154.1	265230	265691		minus	hypothetical protein		41712061	protein-coding		WP_011011386.1	153	PFDSM3638_RS01295
NZ_CP023154.1	265804	267753		plus	alpha-amylase AmyA	amyA	41712062	protein-coding		WP_014835099.1	649	PFDSM3638_RS01300
NZ_CP023154.1	267804	268655		minus	TIGR00269 family protein		41712063	protein-coding		WP_011011388.1	283	PFDSM3638_RS01305
NZ_CP023154.1	268818	269957		plus	cation:proton antiporter		41712064	protein-coding		WP_011011389.1	379	PFDSM3638_RS01310
NZ_CP023154.1	269958	271409		minus	NAD(P)/FAD-dependent oxidoreductase		41712065	protein-coding		WP_011011390.1	483	PFDSM3638_RS01315
NZ_CP023154.1	271455	273611		minus	hypothetical protein		41712066	protein-coding		WP_011011391.1	718	PFDSM3638_RS01320
NZ_CP023154.1	273615	274403		minus	ABC transporter permease subunit		41712067	protein-coding		WP_011011392.1	262	PFDSM3638_RS01325
NZ_CP023154.1	274396	275334		minus	ABC transporter ATP-binding protein		41712068	protein-coding		WP_011011393.1	312	PFDSM3638_RS01330
NZ_CP023154.1	275372	275686		minus	hypothetical protein		41712069	protein-coding		WP_011011394.1	104	PFDSM3638_RS01335
NZ_CP023154.1	275728	276114		minus	hypothetical protein		41712070	protein-coding		WP_011011395.1	128	PFDSM3638_RS01340
NZ_CP023154.1	276209	276850		plus	metallophosphoesterase		41712071	protein-coding		WP_011011396.1	213	PFDSM3638_RS01345
NZ_CP023154.1	276885	277160		plus	acylphosphatase		41712072	protein-coding		WP_011011397.1	91	PFDSM3638_RS01350
NZ_CP023154.1	277150	277731		minus	hypothetical protein		41712073	protein-coding		WP_014835101.1	193	PFDSM3638_RS01355
NZ_CP023154.1	277841	279298		plus	IMP dehydrogenase	guaB	41712074	protein-coding		WP_011011399.1	485	PFDSM3638_RS01360
NZ_CP023154.1	279451	280269		plus	LAGLIDADG family homing endonuclease		41712075	protein-coding		WP_011011400.1	272	PFDSM3638_RS01365
NZ_CP023154.1	280297	280374		minus	tRNA-Met		41712076	tRNA				PFDSM3638_RS01370
NZ_CP023154.1	280593	284789		plus	pyrolysin	pls	41712077	protein-coding		WP_011011401.1	1398	PFDSM3638_RS01375
NZ_CP023154.1	284815	285336		minus	metal-sulfur cluster assembly factor		41712078	protein-coding		WP_014835102.1	173	PFDSM3638_RS01380
NZ_CP023154.1	285471	287345		plus	phosphoenolpyruvate carboxykinase (GTP)		41712079	protein-coding		WP_011011403.1	624	PFDSM3638_RS01385
NZ_CP023154.1	287350	290025		minus	valine--tRNA ligase		41712080	protein-coding		WP_011011404.1	891	PFDSM3638_RS01390
NZ_CP023154.1	290184	290984		minus	prephenate dehydratase	pheA	41712081	protein-coding		WP_011011405.1	266	PFDSM3638_RS01395
NZ_CP023154.1	291024	292034		minus	deoxyhypusine synthase		41712082	protein-coding		WP_014835103.1	336	PFDSM3638_RS01400
NZ_CP023154.1	292050	293006		minus	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme		41712083	protein-coding		WP_011011407.1	318	PFDSM3638_RS01405
NZ_CP023154.1	293003	293428		minus	alpha-ribazole phosphatase CobZ	cobZ	41712084	protein-coding		WP_011011408.1	141	PFDSM3638_RS01410
NZ_CP023154.1	293376	294071		minus	diphthine--ammonia ligase		41712085	protein-coding		WP_011011409.1	231	PFDSM3638_RS01415
NZ_CP023154.1	294075	294932		minus	adenosylcobinamide-phosphate synthase CbiB	cbiB	41712086	protein-coding		WP_011011410.1	285	PFDSM3638_RS01420
NZ_CP023154.1	297297	297719		plus	winged helix-turn-helix domain-containing protein		41712087	protein-coding		WP_011011411.1	140	PFDSM3638_RS01425
NZ_CP023154.1	297776	298246		plus	hypothetical protein		41712088	protein-coding		WP_011011412.1	156	PFDSM3638_RS01430
NZ_CP023154.1	298243	298503		plus	hypothetical protein		41712089	protein-coding		WP_011011413.1	86	PFDSM3638_RS01435
NZ_CP023154.1	298463	299149		plus	adenosylcobinamide-GDP ribazoletransferase	cobS	41712090	protein-coding		WP_011011414.1	228	PFDSM3638_RS01440
NZ_CP023154.1	299146	299697		plus	NTP transferase domain-containing protein		41712091	protein-coding		WP_011011415.1	183	PFDSM3638_RS01445
NZ_CP023154.1	299675	301126		minus	cobyric acid synthase		41712092	protein-coding		WP_011011416.1	483	PFDSM3638_RS01450
NZ_CP023154.1	301130	301849		minus	radical SAM protein		41712093	protein-coding		WP_048059029.1	239	PFDSM3638_RS01455
NZ_CP023154.1	301896	302891		plus	nicotinate mononucleotide-dependent phosphoribosyltransferase CobT	cobT	41712094	protein-coding		WP_011011418.1	331	PFDSM3638_RS01460
NZ_CP023154.1	302925	304262		minus	ATP-binding protein		41712095	protein-coding		WP_223208994.1	445	PFDSM3638_RS01465
NZ_CP023154.1	304425	305006		minus	adenosylcobinamide amidohydrolase		41712096	protein-coding		WP_011011420.1	193	PFDSM3638_RS01470
NZ_CP023154.1	305008	306033		minus	L-threonylcarbamoyladenylate synthase		41712097	protein-coding		WP_011011421.1	341	PFDSM3638_RS01475
NZ_CP023154.1	306030	307040		minus	glycosyltransferase family 4 protein		41712098	protein-coding		WP_011011422.1	336	PFDSM3638_RS01480
NZ_CP023154.1	307167	308186		plus	adenylosuccinate synthetase		41712099	protein-coding		WP_011011423.1	339	PFDSM3638_RS01485
NZ_CP023154.1	308247	308324		minus	tRNA-Glu		41712100	tRNA				PFDSM3638_RS01490
NZ_CP023154.1	308376	309653		minus	ABC transporter permease		41712101	protein-coding		WP_011011424.1	425	PFDSM3638_RS01495
NZ_CP023154.1	309646	310383		minus	ABC transporter ATP-binding protein		41712102	protein-coding		WP_014835108.1	245	PFDSM3638_RS01500
NZ_CP023154.1	310380	310730		minus	hypothetical protein		41712103	protein-coding		WP_011011426.1	116	PFDSM3638_RS01505
NZ_CP023154.1	310797	312164		minus	ADP-specific glucokinase		41712104	protein-coding		WP_011011427.1	455	PFDSM3638_RS01510
NZ_CP023154.1	312265	312729		minus	signal peptidase I		41712105	protein-coding		WP_014835110.1	154	PFDSM3638_RS01515
NZ_CP023154.1	312714	313259		minus	DUF531 domain-containing protein		41712106	protein-coding		WP_193328786.1	181	PFDSM3638_RS01520
NZ_CP023154.1	313327	314379		plus	hypothetical protein		41712107	protein-coding		WP_011011431.1	350	PFDSM3638_RS01525
NZ_CP023154.1	314376	315218		plus	DMT family transporter		41712108	protein-coding		WP_011011432.1	280	PFDSM3638_RS01530
NZ_CP023154.1	315252	317114		plus	S9 family peptidase		41712109	protein-coding		WP_011011433.1	620	PFDSM3638_RS01535
NZ_CP023154.1	317113	317169		minus	C/D box small nucleolar RNA		41712110	snoRNA				PFDSM3638_RS01540
NZ_CP023154.1	317162	318172		minus	glyoxylate reductase	gyaR	41712111	protein-coding		WP_011011434.1	336	PFDSM3638_RS01545
NZ_CP023154.1	318220	319197		plus	hypothetical protein		41712112	protein-coding		WP_011011435.1	325	PFDSM3638_RS01550
NZ_CP023154.1	319169	320347		minus	CBS domain-containing protein		41712113	protein-coding		WP_011011436.1	392	PFDSM3638_RS01555
NZ_CP023154.1	320448	320864		minus	nickel-responsive transcriptional regulator NikR	nikR	41712114	protein-coding		WP_011011437.1	138	PFDSM3638_RS01560
NZ_CP023154.1	320913	321000		minus	tRNA-Leu		41712115	tRNA				PFDSM3638_RS01565
NZ_CP023154.1	321065	321140		minus	tRNA-Gln		41712116	tRNA				PFDSM3638_RS01570
NZ_CP023154.1	321400	321780		plus	hypothetical protein		41712117	protein-coding		WP_223208995.1	126	PFDSM3638_RS01575
NZ_CP023154.1	321875	322480		plus	DUF1102 domain-containing protein		41712118	protein-coding		WP_011011439.1	201	PFDSM3638_RS01580
NZ_CP023154.1	322497	323030		plus	DUF1102 domain-containing protein		41712119	protein-coding		WP_011011440.1	177	PFDSM3638_RS01585
NZ_CP023154.1	323047	324042		plus	signal peptidase I		41712120	protein-coding		WP_014835112.1	331	PFDSM3638_RS01590
NZ_CP023154.1	324039	324422		plus	hypothetical protein		41712121	protein-coding		WP_011011442.1	127	PFDSM3638_RS01595
NZ_CP023154.1	324409	325332		plus	hypothetical protein		41712122	protein-coding		WP_011011443.1	307	PFDSM3638_RS01600
NZ_CP023154.1	325280	327244		minus	hypothetical protein		41712123	protein-coding		WP_014835113.1	654	PFDSM3638_RS01605
NZ_CP023154.1	327250	328956		minus	archaellar assembly protein FlaJ	flaJ	41712124	protein-coding		WP_011011445.1	568	PFDSM3638_RS01610
NZ_CP023154.1	328968	330581		minus	type II/IV secretion system ATPase subunit		41712125	protein-coding		WP_011011446.1	537	PFDSM3638_RS01615
NZ_CP023154.1	330602	331300		minus	ATPase domain-containing protein		41712126	protein-coding		WP_014835114.1	232	PFDSM3638_RS01620
NZ_CP023154.1	331327	331809		minus	flagellar protein G		41712127	protein-coding		WP_011011448.1	160	PFDSM3638_RS01625
NZ_CP023154.1	331809	332327		minus	flagellin		41712128	protein-coding		WP_014835115.1	172	PFDSM3638_RS01630
NZ_CP023154.1	332345	333553		minus	FlaD/FlaE family flagellar protein		41712129	protein-coding		WP_011011450.1	402	PFDSM3638_RS01635
NZ_CP023154.1	333557	334033		minus	flagella accessory protein C		41712130	protein-coding		WP_011011451.1	158	PFDSM3638_RS01640
NZ_CP023154.1	334044	334838		minus	flagellin		41712131	protein-coding		WP_011011452.1	264	PFDSM3638_RS01645
NZ_CP023154.1	334848	335492		minus	flagellin		41712132	protein-coding		WP_149586321.1	214	PFDSM3638_RS01650
NZ_CP023154.1	335554	336192		minus	flagellin		41712133	protein-coding		WP_149586322.1	212	PFDSM3638_RS01655
NZ_CP023154.1	336341	337291		minus	methyltransferase domain-containing protein		41712134	protein-coding		WP_011011454.1	316	PFDSM3638_RS01660
NZ_CP023154.1	337304	337630		minus	helix-turn-helix domain-containing protein		41712135	protein-coding		WP_011011455.1	108	PFDSM3638_RS01665
NZ_CP023154.1	337825	338793		plus	hypothetical protein		41712136	protein-coding		WP_011011456.1	322	PFDSM3638_RS01670
NZ_CP023154.1	338765	339514		minus	PH0542 domain-containing protein		41712137	protein-coding		WP_011011457.1	249	PFDSM3638_RS01675
NZ_CP023154.1	339552	340817		minus	adenosylhomocysteinase		41712138	protein-coding		WP_011011458.1	421	PFDSM3638_RS01680
NZ_CP023154.1	340858	341991		minus	tungsten cofactor oxidoreductase radical SAM maturase		41712139	protein-coding		WP_011011459.1	377	PFDSM3638_RS01685
NZ_CP023154.1	341993	342241		minus	ubiquitin-like small modifier protein 1		41712140	protein-coding		WP_011011460.1	82	PFDSM3638_RS01690
NZ_CP023154.1	342290	344107		minus	aldehyde ferredoxin oxidoreductase	aor	41712141	protein-coding		WP_011011461.1	605	PFDSM3638_RS01695
NZ_CP023154.1	344302	345096		plus	hypothetical protein		41712142	protein-coding		WP_014835118.1	264	PFDSM3638_RS01700
NZ_CP023154.1	345075	345152		minus	tRNA-Arg		41712143	tRNA				PFDSM3638_RS01705
NZ_CP023154.1	345259	345336		minus	tRNA-Gly		41712144	tRNA				PFDSM3638_RS01710
NZ_CP023154.1	345400	346101		minus	IS6-like element ISPfu2 family transposase		41712145	protein-coding		WP_011011181.1	233	PFDSM3638_RS01715
NZ_CP023154.1	346248	347156		plus	hypothetical protein		41712146	protein-coding		WP_011011502.1	302	PFDSM3638_RS01720
NZ_CP023154.1	347153	347491		minus	cupin domain-containing protein		41712147	protein-coding		WP_011011501.1	112	PFDSM3638_RS01725
NZ_CP023154.1	347495	348220		minus	tRNA-binding protein		41712148	protein-coding		WP_011011500.1	241	PFDSM3638_RS01730
NZ_CP023154.1	348226	348552		minus	hypothetical protein		41712149	protein-coding		WP_011011499.1	108	PFDSM3638_RS01735
NZ_CP023154.1	348557	349549		minus	bifunctional oligoribonuclease/PAP phosphatase NrnA		41712150	protein-coding		WP_011011498.1	330	PFDSM3638_RS01740
NZ_CP023154.1	349506	349841		minus	DUF3194 domain-containing protein		41712151	protein-coding		WP_011011497.1	111	PFDSM3638_RS01745
NZ_CP023154.1	349878	350231		minus	prefoldin subunit beta		41712152	protein-coding		WP_014835119.1	117	PFDSM3638_RS01750
NZ_CP023154.1	350266	351186		minus	hypothetical protein		41712153	protein-coding		WP_011011495.1	306	PFDSM3638_RS01755
NZ_CP023154.1	351235	351963		minus	L-serine kinase SerK	serK	41712154	protein-coding		WP_014835120.1	242	PFDSM3638_RS01760
NZ_CP023154.1	352090	352245		plus	50S ribosomal protein L39e		41712155	protein-coding		WP_011011493.1	51	PFDSM3638_RS01765
NZ_CP023154.1	352256	352543		plus	50S ribosomal protein L31e		41712156	protein-coding		WP_014835121.1	95	PFDSM3638_RS01770
NZ_CP023154.1	352570	353253		plus	translation initiation factor IF-6		41712157	protein-coding		WP_011011491.1	227	PFDSM3638_RS01775
NZ_CP023154.1	353267	353500		plus	50S ribosomal protein L18Ae	rpl18a	41712158	protein-coding		WP_011011490.1	77	PFDSM3638_RS01780
NZ_CP023154.1	353525	353965		plus	prefoldin subunit alpha	pfdA	41712159	protein-coding		WP_011011489.1	146	PFDSM3638_RS01785
NZ_CP023154.1	353979	355172		minus	redox-regulated ATPase YchF		41712160	protein-coding		WP_011011488.1	397	PFDSM3638_RS01790
NZ_CP023154.1	355221	356198		minus	zinc ABC transporter substrate-binding protein		41712161	protein-coding		WP_011011487.1	325	PFDSM3638_RS01795
NZ_CP023154.1	356247	356756		minus	molybdenum cofactor biosynthesis protein B		41712162	protein-coding		WP_011011486.1	169	PFDSM3638_RS01800
NZ_CP023154.1	356907	358190		minus	sodium-dependent transporter		41712163	protein-coding		WP_014835122.1	427	PFDSM3638_RS01805
NZ_CP023154.1	358390	359391		plus	NAD(P)-dependent oxidoreductase		41712164	protein-coding		WP_011011484.1	333	PFDSM3638_RS01810
NZ_CP023154.1	359405	360403		plus	M20/M25/M40 family metallo-hydrolase		41712165	protein-coding		WP_011011483.1	332	PFDSM3638_RS01815
NZ_CP023154.1	360415	361170		plus	sulfite exporter TauE/SafE family protein		41712166	protein-coding		WP_011011482.1	251	PFDSM3638_RS01820
NZ_CP023154.1	361180	361980		plus	hypothetical protein		41712167	protein-coding		WP_011011481.1	266	PFDSM3638_RS01825
NZ_CP023154.1	361977	362549		plus	AAA family ATPase		41712168	protein-coding		WP_048059077.1	190	PFDSM3638_RS01830
NZ_CP023154.1	362535	363449		minus	DUF835 domain-containing protein		41712169	protein-coding		WP_011011479.1	304	PFDSM3638_RS01835
NZ_CP023154.1	363652	364587		plus	serine/threonine-protein kinase RIO2		41712170	protein-coding		WP_011011478.1	311	PFDSM3638_RS01840
NZ_CP023154.1	364584	366917		minus	exo-beta-D-glucosaminidase	glmA	41712171	protein-coding		WP_014835124.1	777	PFDSM3638_RS01845
NZ_CP023154.1	366920	367897		minus	glucosamine-6-phosphate deaminase	glmD	41712172	protein-coding		WP_011011476.1	325	PFDSM3638_RS01850
NZ_CP023154.1	367894	368859		minus	ABC transporter ATP-binding protein		41712173	protein-coding		WP_011011475.1	321	PFDSM3638_RS01855
NZ_CP023154.1	368852	369826		minus	ABC transporter ATP-binding protein		41712174	protein-coding		WP_014835125.1	324	PFDSM3638_RS01860
NZ_CP023154.1	369823	370737		minus	ABC transporter permease		41712175	protein-coding		WP_011011473.1	304	PFDSM3638_RS01865
NZ_CP023154.1	370741	371733		minus	ABC transporter permease		41712176	protein-coding		WP_011011472.1	330	PFDSM3638_RS01870
NZ_CP023154.1	371772	373664		minus	ABC transporter substrate-binding protein		41712177	protein-coding		WP_014835126.1	630	PFDSM3638_RS01875
NZ_CP023154.1	373841	375292		plus	beta-galactosidase BgaS	bgaS	41712178	protein-coding		WP_149586323.1	483	PFDSM3638_RS01880
NZ_CP023154.1	375289	375498		plus	hypothetical protein		41712179	protein-coding		WP_011011469.1	69	PFDSM3638_RS01885
NZ_CP023154.1	375501	375950		plus	type II toxin-antitoxin system VapC family toxin		41712180	protein-coding		WP_014835128.1	149	PFDSM3638_RS01890
NZ_CP023154.1	375943	376746		minus	PIG-L deacetylase family protein		41712181	protein-coding		WP_011011467.1	267	PFDSM3638_RS01895
NZ_CP023154.1	376872	378011		plus	RNA ligase		41712182	protein-coding		WP_014835129.1	379	PFDSM3638_RS01900
NZ_CP023154.1	378197	379525		plus	type III-B CRISPR module RAMP protein Cmr1	cmr1	41712183	protein-coding		WP_014835130.1	442	PFDSM3638_RS01905
NZ_CP023154.1	379772	380710		plus	sodium:calcium antiporter		41712184	protein-coding		WP_148267972.1	312	PFDSM3638_RS01910
NZ_CP023154.1	380726	381400		plus	hypothetical protein		41712185	protein-coding		WP_011011462.1	224	PFDSM3638_RS01915
NZ_CP023154.1	381543	381618		plus	tRNA-Gln		41712186	tRNA				PFDSM3638_RS01920
NZ_CP023154.1	381677	382834		plus	aconitase X		41712187	protein-coding		WP_011011503.1	385	PFDSM3638_RS01925
NZ_CP023154.1	382834	383238		plus	DUF126 domain-containing protein		41712188	protein-coding		WP_011011504.1	134	PFDSM3638_RS01930
NZ_CP023154.1	383219	384445		plus	site-2 protease family protein		41712189	protein-coding		WP_014835133.1	408	PFDSM3638_RS01935
NZ_CP023154.1	384516	385241		plus	CRISPR-associated endoribonuclease Cas6	cas6	41712190	protein-coding		WP_011011506.1	241	PFDSM3638_RS01940
NZ_CP023154.1	385225	386121		minus	glycosyltransferase 4 family protein		41712191	protein-coding		WP_011011507.1	298	PFDSM3638_RS01945
NZ_CP023154.1	386111	386641		minus	HD family hydrolase		41712192	protein-coding		WP_011011508.1	176	PFDSM3638_RS01950
NZ_CP023154.1	386652	386963		minus	hypothetical protein		41712193	protein-coding		WP_014835135.1	103	PFDSM3638_RS01955
NZ_CP023154.1	387022	387582		plus	Era-like GTP-binding protein		41712194	protein-coding		WP_011011510.1	186	PFDSM3638_RS01960
NZ_CP023154.1	387583	388086		minus	CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase		41712195	protein-coding		WP_011011511.1	167	PFDSM3638_RS01965
NZ_CP023154.1	388088	390310		minus	DHH family phosphoesterase		41712196	protein-coding		WP_011011512.1	740	PFDSM3638_RS01970
NZ_CP023154.1	390323	391312		minus	TIGR01177 family methyltransferase		41712197	protein-coding		WP_011011513.1	329	PFDSM3638_RS01975
NZ_CP023154.1	391348	391926		minus	methyltransferase		41712198	protein-coding		WP_011011514.1	192	PFDSM3638_RS01980
NZ_CP023154.1	392047	392997		minus	NAD-dependent epimerase/dehydratase family protein		41712199	protein-coding		WP_011011515.1	316	PFDSM3638_RS01985
NZ_CP023154.1	393003	393518		minus	hypothetical protein		41712200	protein-coding		WP_011011516.1	171	PFDSM3638_RS01990
NZ_CP023154.1	393515	394771		minus	DUF58 domain-containing protein		41712201	protein-coding		WP_011011517.1	418	PFDSM3638_RS01995
NZ_CP023154.1	394768	395700		minus	MoxR family ATPase		41712202	protein-coding		WP_011011518.1	310	PFDSM3638_RS02000
NZ_CP023154.1	395651	396715		minus	DUF4350 domain-containing protein		41712203	protein-coding		WP_011011519.1	354	PFDSM3638_RS02005
NZ_CP023154.1	396712	398436		minus	Ig-like domain-containing protein		41712204	protein-coding		WP_237718480.1	574	PFDSM3638_RS02010
NZ_CP023154.1	398536	399306		plus	hypothetical protein		41712205	protein-coding		WP_011011523.1	256	PFDSM3638_RS02015
