Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NT_033777.3	11559896	11567054	3R	minus	fatty acid binding protein	fabp	3772232	protein-coding	NM_001032008.2	NP_001027179.1	157	Dmel_CG6783
NT_033777.3	11559896	11567054	3R	minus	scheggia	sea	3772221	protein-coding	NM_001032004.2	NP_001027175.1	317	Dmel_CG6782
NT_033777.3	11569250	11575937	3R	plus	Multidrug resistance protein 4	Mrp4	41387	protein-coding	NM_141829.3	NP_650086.2	1316	Dmel_CG14709
NT_033777.3	11575901	11578745	3R	minus	uncharacterized protein	CG6790	41388	protein-coding	NM_141830.3	NP_650087.2	897	Dmel_CG6790
NT_033777.3	11578826	11581476	3R	plus	uncharacterized protein	CG5342	41389	protein-coding	NM_141831.2	NP_650088.2	837	Dmel_CG5342
NT_033777.3	11581576	11585305	3R	plus	whacked	wkd	41390	protein-coding	NM_141832.4	NP_650089.1	363	Dmel_CG5344
NT_033777.3	11585354	11590146	3R	minus	uncharacterized protein, isoform B	CG6791	41391	protein-coding	NM_141833.3	NP_650090.1	1243	Dmel_CG6791
NT_033777.3	11590386	11619906	3R	minus	jupiter, isoform D	Jupiter	41392	protein-coding	NM_169404.4	NP_731595.1	191	Dmel_CG31363
NT_033777.3	11620090	11621728	3R	plus	uncharacterized protein	CG14710	41393	protein-coding	NM_141835.5	NP_650092.4	415	Dmel_CG14710
NT_033777.3	11621466	11625644	3R	minus	ZAD and Architectural Function 1	Zaf1	41394	protein-coding	NM_169411.2	NP_731602.1	375	Dmel_CG6808
NT_033777.3	11623339	11624948	3R	plus	uncharacterized protein	CG14711	41395	protein-coding	NM_141837.2	NP_650094.1	377	Dmel_CG14711
NT_033777.3	11625051	11626638	3R	minus	uncharacterized protein, isoform B	CG6813	41396	protein-coding	NM_169413.2	NP_731605.2	256	Dmel_CG6813
NT_033777.3	11626889	11628452	3R	plus	uncharacterized protein	CG18764	59239	protein-coding	NM_144455.4	NP_652712.2	409	Dmel_CG18764
NT_033777.3	11628759	11633206	3R	plus	uncharacterized protein	CG14712	41397	protein-coding	NM_141839.3	NP_650096.1	1266	Dmel_CG14712
NT_033777.3	11633278	11650706	3R	minus	C-terminal Src kinase	Csk	41398	protein-coding	NM_141840.1	NP_650097.2	805	Dmel_CG42317
NT_033777.3	11637177	11638553	3R	plus	antisense RNA:CR44137	asRNA:CR44137	14462450	antisense_RNA	NR_073997.1			Dmel_CR44137
NT_033777.3	11650971	11655691	3R	plus	Elongator complex protein 1	Elp1	41399	protein-coding	NM_141841.2	NP_650098.1	1252	Dmel_CG10535
NT_033777.3	11656149	11673974	3R	plus	uncharacterized protein	CG42327	41401	protein-coding	NM_001043241.3	NP_001036706.2	1429	Dmel_CG42327
NT_033777.3	11674221	11674923	3R	plus	uncharacterized protein	CG14715	41403	protein-coding	NM_141844.4	NP_650101.1	138	Dmel_CG14715
NT_033777.3	11674920	11678116	3R	minus	uncharacterized protein	CG18476	41404	protein-coding	NM_169419.3	NP_731615.1	936	Dmel_CG18476
NT_033777.3	11678386	11679690	3R	minus	TBP-associated factor 12	Taf12	41406	protein-coding	NM_079596.3	NP_524320.1	196	Dmel_CG17358
NT_033777.3	11679743	11680976	3R	plus	Heme oxygenase	Ho	41407	protein-coding	NM_079597.3	NP_524321.1	296	Dmel_CG14716
NT_033777.3	11680972	11684342	3R	minus	uncharacterized protein	CG6830	41408	protein-coding	NM_141846.3	NP_650103.1	891	Dmel_CG6830
NT_033777.3	11684672	11688133	3R	minus	uncharacterized protein	CG6834	41409	protein-coding	NM_141847.3	NP_650104.2	895	Dmel_CG6834
NT_033777.3	11688381	11690051	3R	minus	uncharacterized protein, isoform A	CG6908	41410	protein-coding	NM_141848.2	NP_650105.1	449	Dmel_CG6908
NT_033777.3	11690386	11691799	3R	minus	uncharacterized protein	CG18765	59149	protein-coding	NM_001104280.2	NP_001097750.1	393	Dmel_CG18765
NT_033777.3	11693410	11694311	3R	minus	48 related 3	Fer3	41411	protein-coding	NM_079598.3	NP_524322.1	195	Dmel_CG6913
NT_033777.3	11696509	11698327	3R	plus	uncharacterized protein, isoform A	CG14717	41412	protein-coding	NM_141849.1	NP_650106.1	306	Dmel_CG14717
NT_033777.3	11700614	11702720	3R	plus	uncharacterized protein	CG14718	41413	protein-coding	NM_141850.2	NP_650107.1	446	Dmel_CG14718
NT_033777.3	11702913	11703708	3R	plus	long non-coding RNA:CR46011	lncRNA:CR46011	26067332	lncRNA	NR_133378.1			Dmel_CR46011
NT_033777.3	11704030	11704916	3R	plus	inhibitor-t	I-t	41414	protein-coding	NM_079599.4	NP_524323.2	184	Dmel_CG14719
NT_033777.3	11711676	11712371	3R	plus	uncharacterized protein	CG14720	41415	protein-coding	NM_141851.3	NP_650108.2	204	Dmel_CG14720
NT_033777.3	11721734	11732479	3R	plus	uncharacterized protein, isoform A	CG12594	41416	protein-coding	NM_141852.3	NP_650109.1	686	Dmel_CG12594
NT_033777.3	11735447	11736877	3R	plus	uncharacterized protein, isoform A	CG14721	41417	protein-coding	NM_141853.3	NP_650110.3	345	Dmel_CG14721
NT_033777.3	11736810	11741783	3R	minus	Bloom syndrome helicase	Blm	41366	protein-coding	NM_079595.3	NP_524319.2	1487	Dmel_CG6920
NT_033777.3	11741890	11744027	3R	plus	uncharacterized protein	CG14722	41419	protein-coding	NM_141854.4	NP_650111.3	498	Dmel_CG14722
NT_033777.3	11744229	11750029	3R	minus	uncharacterized protein, isoform A	CG6923	41420	protein-coding	NM_141855.4	NP_650112.1	1256	Dmel_CG6923
NT_033777.3	11750333	11750916	3R	plus	uncharacterized protein	CG43062	12797888	protein-coding	NM_001260128.2	NP_001247057.1	174	Dmel_CG43062
NT_033777.3	11750931	11764457	3R	minus	Lk6 kinase	Lk6	44672	protein-coding	NM_143729.3	NP_651986.2	1142	Dmel_CG17342
NT_033777.3	11765038	11779128	3R	minus	lethal (3) neo38	l(3)neo38	41423	protein-coding	NM_141856.3	NP_650113.1	380	Dmel_CG6930
NT_033777.3	11780641	11781108	3R	plus	long non-coding RNA:CR45595	lncRNA:CR45595	19835070	lncRNA	NR_125145.1			Dmel_CR45595
NT_033777.3	11781131	11787014	3R	minus	pruning defect 1	prd1	41425	protein-coding	NM_141858.2	NP_650115.1	1354	Dmel_CG17360
NT_033777.3	11787176	11789393	3R	plus	Histamine-gated chloride channel subunit 1	HisCl1	41426	protein-coding	NM_141859.4	NP_650116.2	422	Dmel_CG14723
NT_033777.3	11789293	11796948	3R	minus	SET domain binding factor	Sbf	41427	protein-coding	NM_058053.4	NP_477401.2	1993	Dmel_CG6939
NT_033777.3	11797244	11813207	3R	minus	Chloride channel-a	ClC-a	41428	protein-coding	NM_169431.3	NP_731634.2	1049	Dmel_CG31116
NT_033777.3	11815206	11819420	3R	minus	glorund	glo	41431	protein-coding	NM_141863.3	NP_650120.1	586	Dmel_CG6946
NT_033777.3	11819359	11820299	3R	plus	Cytochrome c oxidase subunit 5A	COX5A	41432	protein-coding	NM_057869.4	NP_477217.1	149	Dmel_CG14724
NT_033777.3	11820381	11822493	3R	minus	Kynurenine aminotransferase	Kyat	41433	protein-coding	NM_141864.2	NP_650121.1	450	Dmel_CG6950
NT_033777.3	11822702	11869460	3R	minus	uncharacterized protein, isoform A	CG6959	41434	protein-coding	NM_141865.4	NP_650122.1	425	Dmel_CG6959
NT_033777.3	11877235	11879754	3R	plus	shadow	sad	44858	protein-coding	NM_141866.2	NP_650123.1	520	Dmel_CG14728
NT_033777.3	11879702	11882534	3R	minus	uncharacterized protein	CG6962	41436	protein-coding	NM_141867.4	NP_650124.1	767	Dmel_CG6962
NT_033777.3	11882790	11892382	3R	plus	uncharacterized protein, isoform C	CG31368	41437	protein-coding	NM_169439.4	NP_731647.3	1483	Dmel_CG31368
NT_033777.3	11883938	11887168	3R	minus	methuselah-like 5	mthl5	41438	protein-coding	NM_141869.3	NP_650126.2	496	Dmel_CG6965
NT_033777.3	11892306	11893297	3R	minus	Dynein axonemal light intermediate chain 1	Dnali1	41440	protein-coding	NM_141871.3	NP_650128.1	250	Dmel_CG6971
NT_033777.3	11893512	11949129	3R	minus	Cadherin 87A	Cad87A	41441	protein-coding	NM_169440.3	NP_731649.2	1975	Dmel_CG6977
NT_033777.3	11897582	11898419	3R	plus	uncharacterized protein	CG34307	5740370	protein-coding	NM_001104283.2	NP_001097753.2	190	Dmel_CG34307
NT_033777.3	11931262	11933640	3R	plus	uncharacterized protein	CG14731	41442	protein-coding	NM_141873.3	NP_650130.1	641	Dmel_CG14731
NT_033777.3	11949680	11954038	3R	plus	uncharacterized protein, isoform A	CG31211	41443	protein-coding	NM_141874.3	NP_650131.1	874	Dmel_CG31211
NT_033777.3	11954163	11956544	3R	minus	Heat shock protein 70 Aa	Hsp70Aa	48581	protein-coding	NM_169441.2	NP_731651.1	642	Dmel_CG31366
NT_033777.3	11958535	11960909	3R	plus	Heat shock protein 70 Ab	Hsp70Ab	44920	protein-coding	NM_080059.3	NP_524798.2	642	Dmel_CG18743
NT_033777.3	11960883	11962805	3R	minus	uncharacterized protein	CG3281	41445	protein-coding	NM_141875.3	NP_650132.1	538	Dmel_CG3281
NT_033777.3	11963124	11964826	3R	plus	aurora A	aurA	41446	protein-coding	NM_057401.4	NP_476749.1	411	Dmel_CG3068
NT_033777.3	11964674	11967691	3R	minus	uncharacterized protein, isoform B	CG12213	41447	protein-coding	NM_141876.4	NP_650133.2	514	Dmel_CG12213
NT_033777.3	11967708	11971686	3R	plus	Glutamate Carrier 1	GC1	41448	protein-coding	NM_141877.2	NP_650134.1	321	Dmel_CG18347
NT_033777.3	11971007	11974910	3R	minus	Transport and Golgi organization 9	Tango9	41450	protein-coding	NM_141879.3	NP_650136.1	381	Dmel_CG10007
NT_033777.3	11971694	11972896	3R	plus	Glutamate Carrier 2	GC2	41449	protein-coding	NM_141878.3	NP_650135.2	240	Dmel_CG12201
NT_033777.3	11975156	11977197	3R	minus	uncharacterized protein, isoform A	CG10005	41451	protein-coding	NM_141880.4	NP_650137.3	231	Dmel_CG10005
NT_033777.3	11977640	11978178	3R	minus	long non-coding RNA:CR44135	lncRNA:CR44135	14462451	lncRNA	NR_073998.1			Dmel_CR44135
NT_033777.3	11978574	11980390	3R	minus	uncharacterized protein	CG18547	41452	protein-coding	NM_141881.2	NP_650138.1	345	Dmel_CG18547
NT_033777.3	11980704	11982062	3R	minus	uncharacterized protein	CG12224	41453	protein-coding	NM_141882.3	NP_650139.4	340	Dmel_CG12224
NT_033777.3	11983098	11984541	3R	minus	uncharacterized protein	CG3397	41454	protein-coding	NM_141883.2	NP_650140.1	342	Dmel_CG3397
NT_033777.3	11984862	11993315	3R	minus	midline fasciclin	mfas	41455	protein-coding	NM_079600.3	NP_524324.2	881	Dmel_CG3359
NT_033777.3	11994175	12005473	3R	minus	Tachykinin	Tk	41456	protein-coding	NM_141884.4	NP_650141.2	289	Dmel_CG14734
NT_033777.3	11999278	12003516	3R	plus	Ectoderm-expressed 3	Ect3	41457	protein-coding	NM_141885.3	NP_650142.1	637	Dmel_CG3132
NT_033777.3	12007476	12010434	3R	minus	Kelch like family member 18	KLHL18	41458	protein-coding	NM_141886.3	NP_650143.1	575	Dmel_CG3571
NT_033777.3	12010772	12015059	3R	plus	GRIP and coiled-coil domain containing 185 kDa	GCC185	41459	protein-coding	NM_001104285.2	NP_001097755.1	1135	Dmel_CG3532
NT_033777.3	12014943	12017031	3R	minus	DDB1 and CUL4 associated factor 12	DCAF12	41460	protein-coding	NM_141888.5	NP_650145.1	459	Dmel_CG3313
NT_033777.3	12017156	12018550	3R	plus	Spt3	Spt3	41461	protein-coding	NM_141889.4	NP_650146.1	384	Dmel_CG3169
NT_033777.3	12027736	12031757	3R	minus	uncharacterized protein, isoform A	CG31358	41462	protein-coding	NM_141890.3	NP_650147.1	474	Dmel_CG31358
NT_033777.3	12028070	12031757	3R	minus	uncharacterized protein	CG42504	8674050	protein-coding	NM_001170123.1	NP_001163594.1	220	Dmel_CG42504
NT_033777.3	12028070	12031757	3R	minus	uncharacterized protein	CG42505	8674018	protein-coding	NM_001170122.1	NP_001163593.1	203	Dmel_CG42505
NT_033777.3	12033142	12035525	3R	plus	short spindle 5	ssp5	41465	protein-coding	NM_141892.3	NP_650149.1	711	Dmel_CG14735
NT_033777.3	12040528	12043453	3R	plus	uncharacterized protein, isoform E	CG14736	41466	protein-coding	NM_169447.2	NP_731666.2	473	Dmel_CG14736
NT_033777.3	12048253	12049213	3R	minus	uncharacterized protein	CG14739	41467	protein-coding	NM_141894.2	NP_650151.1	206	Dmel_CG14739
NT_033777.3	12061070	12062944	3R	minus	uncharacterized protein	CG14740	41468	protein-coding	NM_141895.3	NP_650152.1	478	Dmel_CG14740
NT_033777.3	12068375	12090612	3R	minus	ATPase 8B	ATP8B	41469	protein-coding	NM_169450.4	NP_731669.2	1726	Dmel_CG14741
NT_033777.3	12094876	12111420	3R	plus	defective proboscis extension response 17	dpr17	41470	protein-coding	NM_169451.2	NP_731670.1	664	Dmel_CG31361
NT_033777.3	12121583	12128201	3R	minus	uncharacterized protein, isoform A	CG4702	41472	protein-coding	NM_141899.4	NP_650156.1	286	Dmel_CG4702
NT_033777.3	12131355	12131427	3R	plus	transfer RNA:Lysine-TTT 2-5	tRNA:Lys-TTT-2-5	3772413	tRNA				Dmel_CR31197
NT_033777.3	12138833	12158595	3R	minus	defective proboscis extension response 15	dpr15	41473	protein-coding	NM_169453.1	NP_731672.1	662	Dmel_CG10095
NT_033777.3	12162887	12166186	3R	minus	Calphotin	Cpn	41474	protein-coding	NM_169454.2	NP_731673.1	842	Dmel_CG4795
NT_033777.3	12192703	12195011	3R	minus	eukaryotic translation initiation factor 3 subunit d2	eIF3d2	41475	protein-coding	NM_169456.1	NP_731675.1	551	Dmel_CG4810
NT_033777.3	12195294	12195574	3R	plus	uncharacterized protein	CG43450	12797889	protein-coding	NM_001260144.1	NP_001247073.1	48	Dmel_CG43450
NT_033777.3	12197941	12199473	3R	plus	Adenosine kinase 1	Adk1	41476	protein-coding	NM_169457.2	NP_731676.2	396	Dmel_CG3809
NT_033777.3	12206575	12206646	3R	plus	transfer RNA:Threonine-TGT 1-1	tRNA:Thr-TGT-1-1	3771902	tRNA				Dmel_CR31356
NT_033777.3	12208159	12210360	3R	minus	uncharacterized protein	CG4830	41477	protein-coding	NM_141903.3	NP_650160.1	534	Dmel_CG4830
NT_033777.3	12213792	12219686	3R	minus	Component of oligomeric golgi complex 1	Cog1	41479	protein-coding	NM_141905.3	NP_650162.1	886	Dmel_CG4848
NT_033777.3	12214501	12215659	3R	plus	uncharacterized protein	CG14742	12797890	protein-coding	NM_001260145.2	NP_001247074.1	74	Dmel_CG14742
NT_033777.3	12219881	12221464	3R	minus	uncharacterized protein	CG4860	41480	protein-coding	NM_141906.4	NP_650163.2	415	Dmel_CG4860
NT_033777.3	12221039	12221630	3R	plus	antisense RNA:CR46012	asRNA:CR46012	26067333	antisense_RNA	NR_133379.1			Dmel_CR46012
NT_033777.3	12222387	12224048	3R	plus	Radial spoke binding protein 15	Rsbp15	41481	protein-coding	NM_141907.2	NP_650164.1	421	Dmel_CG10014
NT_033777.3	12223991	12225019	3R	minus	uncharacterized protein	CG17404	41482	protein-coding	NM_141908.2	NP_650165.2	275	Dmel_CG17404
NT_033777.3	12225282	12226339	3R	minus	uncharacterized protein	CG12256	14462452	protein-coding	NM_141909.2	NP_650166.2	283	Dmel_CG12256
NT_033777.3	12225324	12226249	3R	plus	antisense RNA:CR43477	asRNA:CR43477	12797891	antisense_RNA	NR_048377.1			Dmel_CR43477
NT_033777.3	12229413	12230425	3R	plus	uncharacterized protein	CG3916	41484	protein-coding	NM_141910.2	NP_650167.1	267	Dmel_CG3916
NT_033777.3	12231645	12232729	3R	minus	Phosphoglyceromutase 87	Pglym87	46246	protein-coding	NM_143784.3	NP_652041.2	292	Dmel_CG17645
NT_033777.3	12232794	12234684	3R	minus	Cytochrome P450 313a5	Cyp313a5	41486	protein-coding	NM_141911.3	NP_650168.1	487	Dmel_CG15807
NT_033777.3	12234980	12236904	3R	minus	Cytochrome P450 313a2	Cyp313a2	41487	protein-coding	NM_141912.3	NP_650169.3	493	Dmel_CG10094
NT_033777.3	12237138	12239266	3R	minus	Cytochrome P450 313a3	Cyp313a3	41488	protein-coding	NM_141913.3	NP_650170.2	492	Dmel_CG10093
NT_033777.3	12239677	12240527	3R	plus	long non-coding RNA:CR44036	lncRNA:CR44036	14462453	lncRNA	NR_073999.1			Dmel_CR44036
NT_033777.3	12244989	12245353	3R	plus	long non-coding RNA:CR45582	lncRNA:CR45582	19835255	lncRNA	NR_125146.1			Dmel_CR45582
NT_033777.3	12254187	12256592	3R	plus	uncharacterized protein	CG3942	41489	protein-coding	NM_141914.2	NP_650171.2	739	Dmel_CG3942
NT_033777.3	12256936	12257638	3R	minus	long non-coding RNA:CR46203	lncRNA:CR46203	26067514	lncRNA	NR_133380.1			Dmel_CR46203
NT_033777.3	12258737	12302785	3R	plus	seven up	svp	41491	protein-coding	NM_079601.3	NP_524325.1	543	Dmel_CG11502
NT_033777.3	12258737	12262879	3R	plus	uncharacterized protein	CG44037	14462455	protein-coding	NM_001275569.1	NP_001262498.1	71	Dmel_CG44037
NT_033777.3	12260969	12261230	3R	plus	uncharacterized protein	CG44038	14462454	protein-coding	NM_001275571.1	NP_001262500.1	50	Dmel_CG44038
NT_033777.3	12266104	12266610	3R	plus	long non-coding RNA:CR46013	lncRNA:CR46013	26067334	lncRNA	NR_133381.1			Dmel_CR46013
NT_033777.3	12268784	12270223	3R	plus	long non-coding RNA:CR44039	lncRNA:CR44039	14462456	lncRNA	NR_074000.1			Dmel_CR44039
NT_033777.3	12270890	12271300	3R	plus	uncharacterized protein	CG17738	41490	protein-coding	NM_141915.2	NP_650172.1	110	Dmel_CG17738
NT_033777.3	12273126	12273521	3R	plus	Seminal fluid protein 87B	Sfp87B	8674076	protein-coding	NM_001170124.1	NP_001163595.1	87	Dmel_CG42485
NT_033777.3	12276604	12276932	3R	plus	long non-coding RNA:CR46014	lncRNA:CR46014	26067335	lncRNA	NR_133382.1			Dmel_CR46014
NT_033777.3	12311353	12313119	3R	plus	uncharacterized protein	CG4066	41493	protein-coding	NM_141917.1	NP_650174.1	588	Dmel_CG4066
NT_033777.3	12322563	12322634	3R	minus	transfer RNA:Threonine-TGT 2-5	tRNA:Thr-TGT-2-5	3772291	tRNA				Dmel_CR31432
NT_033777.3	12323521	12325210	3R	plus	uncharacterized protein	CG10013	41494	protein-coding	NM_141918.2	NP_650175.2	465	Dmel_CG10013
NT_033777.3	12327347	12328003	3R	plus	long non-coding RNA:CR45584	lncRNA:CR45584	19834940	lncRNA	NR_125147.1			Dmel_CR45584
NT_033777.3	12329320	12330223	3R	plus	long non-coding RNA:CR45583	lncRNA:CR45583	19835334	lncRNA	NR_125148.1			Dmel_CR45583
NT_033777.3	12335924	12339275	3R	plus	long non-coding RNA:CR44941	lncRNA:CR44941	19835947	lncRNA	NR_125149.1			Dmel_CR44941
NT_033777.3	12341674	12342373	3R	plus	Salivary gland-derived secreted factor	Sgsf	19835010	protein-coding	NM_001300371.1	NP_001287300.1	162	Dmel_CG44956
NT_033777.3	12348987	12350644	3R	minus	uncharacterized protein, isoform A	CG10038	41495	protein-coding	NM_141919.4	NP_650176.3	325	Dmel_CG10038
NT_033777.3	12350815	12352103	3R	minus	uncharacterized protein	CG10041	41496	protein-coding	NM_141920.3	NP_650177.2	287	Dmel_CG10041
NT_033777.3	12352143	12356265	3R	minus	MBD-R2	MBD-R2	41498	protein-coding	NM_169461.3	NP_731688.2	1169	Dmel_CG10042
NT_033777.3	12360008	12363255	3R	plus	uncharacterized protein	CG4115	41499	protein-coding	NM_141922.2	NP_650179.1	220	Dmel_CG4115
NT_033777.3	12362916	12362989	3R	plus	small non-coding RNA 419	sncRNA:419	3772591	ncRNA	NR_002497.1			Dmel_CR33917
NT_033777.3	12363667	12364680	3R	minus	Tim17a1, isoform A	Tim17a1	41500	protein-coding	NM_141923.2	NP_650180.1	222	Dmel_CG10090
NT_033777.3	12364776	12365735	3R	minus	Glutathione S transferase D10	GstD10	59240	protein-coding	NM_144456.3	NP_652713.1	210	Dmel_CG18548
NT_033777.3	12366163	12367564	3R	minus	Glutathione S transferase D9	GstD9	41502	protein-coding	NM_141924.2	NP_650181.1	218	Dmel_CG10091
NT_033777.3	12367817	12369268	3R	minus	Glutathione S transferase D1	GstD1	41503	protein-coding	NM_079602.5	NP_524326.1	209	Dmel_CG10045
NT_033777.3	12370507	12371099	3R	plus	long non-coding RNA:CR46015	lncRNA:CR46015	26067336	lncRNA	NR_133383.1			Dmel_CR46015
NT_033777.3	12371971	12372704	3R	plus	Glutathione S transferase D2	GstD2	48335	protein-coding	NM_080173.2	NP_524912.1	215	Dmel_CG4181
NT_033777.3	12373068	12373813	3R	plus	Glutathione S transferase D3	GstD3	48336	protein-coding	NM_176479.2	NP_788656.1	199	Dmel_CG4381
NT_033777.3	12374100	12374824	3R	plus	Glutathione S transferase D4	GstD4	48337	protein-coding	NM_080174.4	NP_524913.1	215	Dmel_CG11512
NT_033777.3	12375733	12376572	3R	plus	Glutathione S transferase D5	GstD5	48338	protein-coding	NM_080175.3	NP_524914.3	216	Dmel_CG12242
NT_033777.3	12377128	12377907	3R	plus	Glutathione S transferase D6	GstD6	48339	protein-coding	NM_080176.3	NP_524915.1	215	Dmel_CG4423
NT_033777.3	12378500	12379255	3R	plus	Glutathione S transferase D7	GstD7	48340	protein-coding	NM_080375.3	NP_525114.1	224	Dmel_CG4371
NT_033777.3	12380008	12380815	3R	plus	Glutathione S transferase D8	GstD8	48341	protein-coding	NM_080177.4	NP_524916.1	212	Dmel_CG4421
NT_033777.3	12380869	12382691	3R	minus	uncharacterized protein, isoform A	CG10035	41511	protein-coding	NM_141925.2	NP_650182.1	286	Dmel_CG10035
NT_033777.3	12383336	12385624	3R	plus	Glutathione S transferase D11	GstD11	41512	protein-coding	NM_141926.2	NP_650183.1	222	Dmel_CG17639
NT_033777.3	12386249	12402902	3R	plus	Sol1, isoform C	Sol1	41513	protein-coding	NM_001104286.2	NP_001097756.1	695	Dmel_CG34402
NT_033777.3	12387188	12388794	3R	plus	uncharacterized protein, isoform B	CG33098	326253	protein-coding	NM_176480.2	NP_788657.1	230	Dmel_CG33098
NT_033777.3	12390166	12395980	3R	minus	uncharacterized protein, isoform A	CG10096	3772183	protein-coding	NM_141929.3	NP_650186.2	451	Dmel_CG10096
NT_033777.3	12390166	12395980	3R	minus	uncharacterized protein, isoform C	CG10097	3771756	protein-coding	NM_169464.3	NP_731699.2	501	Dmel_CG10097
NT_033777.3	12396007	12398929	3R	minus	Cytochrome P450 9f3	Cyp9f3	3772405	protein-coding	NM_001363930.1	NP_001350862.1	433	Dmel_CG17875
NT_033777.3	12399011	12401839	3R	minus	DNA ligase 3	DNAlig3	41518	protein-coding	NM_141930.3	NP_650187.2	806	Dmel_CG17227
NT_033777.3	12403340	12406028	3R	minus	Cytochrome P450 9f2	Cyp9f2	41520	protein-coding	NM_141932.3	NP_650189.1	516	Dmel_CG11466
NT_033777.3	12406532	12408107	3R	plus	uncharacterized protein	CG5167	41521	protein-coding	NM_141933.2	NP_650190.1	431	Dmel_CG5167
NT_033777.3	12408316	12411768	3R	plus	uncharacterized protein, isoform A	CG5196	41522	protein-coding	NM_141934.2	NP_650191.1	427	Dmel_CG5196
NT_033777.3	12411809	12413759	3R	minus	Dipeptidase C	Dip-C	47769	protein-coding	NM_141935.4	NP_650192.1	491	Dmel_CG5663
NT_033777.3	12413388	12413446	3R	minus	small non-coding RNA 649	sncRNA:649	3771788	ncRNA	NR_002498.1			Dmel_CR33685
NT_033777.3	12413828	12421251	3R	plus	protein partner of snf	pps	41524	protein-coding	NM_141936.2	NP_650193.1	2016	Dmel_CG6525
NT_033777.3	12421236	12422429	3R	minus	Sarcoglycan beta	Scgbeta	41525	protein-coding	NM_079603.3	NP_524327.1	352	Dmel_CG5657
NT_033777.3	12422768	12423606	3R	plus	uncharacterized protein	CG17202	41526	protein-coding	NM_141937.2	NP_650194.1	181	Dmel_CG17202
NT_033777.3	12423621	12425917	3R	minus	Protein phosphatase 1 at 87B	Pp1-87B	49260	protein-coding	NM_080198.3	NP_524937.1	302	Dmel_CG5650
NT_033777.3	12426578	12427877	3R	plus	N-acetylneuraminic acid synthase	NANS	41528	protein-coding	NM_141938.1	NP_650195.1	372	Dmel_CG5232
NT_033777.3	12427795	12429282	3R	minus	uncharacterized protein	CG5641	41529	protein-coding	NM_141939.4	NP_650196.1	396	Dmel_CG5641
NT_033777.3	12429560	12431235	3R	plus	uncharacterized protein	CG5245	41530	protein-coding	NM_141940.3	NP_650197.1	501	Dmel_CG5245
NT_033777.3	12431321	12432556	3R	plus	Proteasome alpha2 subunit	Prosalpha2	41531	protein-coding	NM_079604.3	NP_524328.1	234	Dmel_CG5266
NT_033777.3	12432533	12433822	3R	minus	Activator of SUMO 1	Aos1	41532	protein-coding	NM_141941.3	NP_650198.1	337	Dmel_CG12276
NT_033777.3	12434098	12435643	3R	plus	Spliceosome-ribosome linker protein	Srlp	41533	protein-coding	NM_141942.3	NP_650199.1	378	Dmel_CG5844
NT_033777.3	12436248	12437857	3R	plus	Desaturase 2	Desat2	41536	protein-coding	NM_141944.3	NP_650201.1	361	Dmel_CG5925
NT_033777.3	12437817	12439139	3R	minus	uncharacterized protein	CG17207	2768665	protein-coding	NM_206480.3	NP_996202.1	220	Dmel_CG17207
NT_033777.3	12437817	12439139	3R	minus	uncharacterized protein, isoform A	CG46427	54520435	protein-coding	NM_001382141.1	NP_001369012.1	85	Dmel_CG46427
NT_033777.3	12439600	12447616	3R	plus	Desaturase 1	Desat1	117369	protein-coding	NM_144474.1	NP_652731.1	383	Dmel_CG5887
NT_033777.3	12447653	12449046	3R	plus	versager	vrs	41537	protein-coding	NM_141945.2	NP_650202.1	387	Dmel_CG5538
NT_033777.3	12449296	12456355	3R	plus	uncharacterized protein	CG18549	41538	protein-coding	NM_141946.3	NP_650203.3	436	Dmel_CG18549
NT_033777.3	12452464	12453196	3R	plus	uncharacterized protein	CG5509	41539	protein-coding	NM_141947.2	NP_650204.1	139	Dmel_CG5509
NT_033777.3	12456573	12458444	3R	plus	toys are us	trus	41540	protein-coding	NM_141948.3	NP_650205.1	485	Dmel_CG5333
NT_033777.3	12458421	12460294	3R	minus	uncharacterized protein, isoform A	CG5961	41541	protein-coding	NM_141949.4	NP_650206.1	442	Dmel_CG5961
NT_033777.3	12460414	12462418	3R	plus	RNA polymerase III subunit C	Polr3C	41542	protein-coding	NM_141950.3	NP_650207.1	522	Dmel_CG12267
NT_033777.3	12462562	12465298	3R	minus	uncharacterized protein	CG5608	41543	protein-coding	NM_141951.1	NP_650208.1	687	Dmel_CG5608
NT_033777.3	12465453	12467776	3R	minus	Heat shock protein 70 Ba	Hsp70Ba	44921	protein-coding	NM_169469.2	NP_731716.1	641	Dmel_CG31449
NT_033777.3	12475336	12478267	3R	minus	alphagamma-element:CR32865	lncRNA:alphagamma-element:CR32865	3772597	lncRNA	NR_002020.1			Dmel_CR32865
NT_033777.3	12502510	12504856	3R	plus	Heat shock protein 70 Bbb	Hsp70Bbb	50022	protein-coding	NM_176486.2	NP_788663.1	641	Dmel_CG5834
NT_033777.3	12504977	12505250	3R	plus	uncharacterized gene	CR46154	26067468	pseudogene				Dmel_CR46154
NT_033777.3	12505793	12508139	3R	plus	Heat shock protein 70 Bb	Hsp70Bb	48582	protein-coding	NM_080188.3	NP_524927.2	641	Dmel_CG31359
